instance,algorithm,run,elapsed_ns,macroitems
random_n90000_rho0.6_strongly-corr_seed0.pcf,hfma,0,98465215,4268
random_n90000_rho0.6_strongly-corr_seed0.pcf,dhfma,0,99841345,4268
random_n90000_rho0.6_strongly-corr_seed0.pcf,hfma,1,100623861,4268
random_n90000_rho0.6_strongly-corr_seed0.pcf,dhfma,1,97727938,4268
random_n90000_rho0.6_strongly-corr_seed0.pcf,hfma,2,96949351,4268
random_n90000_rho0.6_strongly-corr_seed0.pcf,dhfma,2,99161112,4268
random_n90000_rho0.6_uncorr_seed0.pcf,hfma,0,104873541,57113
random_n90000_rho0.6_uncorr_seed0.pcf,dhfma,0,114722906,57113
random_n90000_rho0.6_uncorr_seed0.pcf,hfma,1,99311978,57113
random_n90000_rho0.6_uncorr_seed0.pcf,dhfma,1,102260338,57113
random_n90000_rho0.6_uncorr_seed0.pcf,hfma,2,96235629,57113
random_n90000_rho0.6_uncorr_seed0.pcf,dhfma,2,102625940,57113
