instance,algorithm,run,elapsed_ns,macroitems
random_n1000_rho0.6_strongly-corr-neg_seed0.pcf,hfma,2,646480,619
random_n1000_rho0.6_strongly-corr-neg_seed0.pcf,rac,2,2348746,619
random_n1000_rho0.6_strongly-corr-neg_seed1.pcf,hfma,0,940369,617
random_n1000_rho0.6_strongly-corr-neg_seed1.pcf,rac,0,2482747,617
random_n1000_rho0.6_strongly-corr-neg_seed1.pcf,hfma,1,701893,617
random_n1000_rho0.6_strongly-corr-neg_seed1.pcf,rac,1,2273979,617
random_n1000_rho0.6_strongly-corr-neg_seed1.pcf,hfma,2,706699,617
random_n1000_rho0.6_strongly-corr-neg_seed1.pcf,rac,2,2221885,617
random_n1000_rho0.6_strongly-corr-neg_seed2.pcf,hfma,0,808116,619
random_n1000_rho0.6_strongly-corr-neg_seed2.pcf,rac,0,2323427,619
random_n1000_rho0.6_strongly-corr-neg_seed2.pcf,hfma,1,672533,619
random_n1000_rho0.6_strongly-corr-neg_seed2.pcf,rac,1,2179004,619
random_n1000_rho0.6_strongly-corr-neg_seed2.pcf,hfma,2,624748,619
random_n1000_rho0.6_strongly-corr-neg_seed2.pcf,rac,2,2144298,619
random_n1000_rho0.6_strongly-corr_seed0.pcf,hfma,0,1081049,561
random_n1000_rho0.6_strongly-corr_seed0.pcf,rac,0,4007183,561
random_n1000_rho0.6_strongly-corr_seed0.pcf,hfma,1,1021305,561
random_n1000_rho0.6_strongly-corr_seed0.pcf,rac,1,4100837,561
random_n1000_rho0.6_strongly-corr_seed0.pcf,hfma,2,1437109,561
random_n1000_rho0.6_strongly-corr_seed0.pcf,rac,2,6046253,561
random_n1000_rho0.6_strongly-corr_seed1.pcf,hfma,0,2937644,544
random_n1000_rho0.6_strongly-corr_seed1.pcf,rac,0,10165358,544
random_n1000_rho0.6_strongly-corr_seed1.pcf,hfma,1,2338882,544
random_n1000_rho0.6_strongly-corr_seed1.pcf,rac,1,5080021,544
random_n1000_rho0.6_strongly-corr_seed1.pcf,hfma,2,1023255,544
random_n1000_rho0.6_strongly-corr_seed1.pcf,rac,2,2585580,544
random_n1000_rho0.6_strongly-corr_seed2.pcf,hfma,0,1164168,556
