campaign_id,instance,algorithm,repetitions,median_elapsed_ns,iqr_elapsed_ns,median_peak_rss_kib,n_nodes,n_arcs,n_components,n_layers,n_breakpoints,correctness_status,git_commit,topology,coefficient_class,rho,seed
campaign_b,gen_n1000_rho0.3_exact-ties_seed5.pcf,rac,11,1046863.0,31348.5,15200.0,1000,312,688,147,146,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,5
campaign_b,gen_n1000_rho0.3_exact-ties_seed6.pcf,dhpac,11,288601.0,17062.0,14400.0,1000,285,715,138,137,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,6
campaign_b,gen_n1000_rho0.3_exact-ties_seed6.pcf,dpac,11,734610.0,10627.0,14400.0,1000,285,715,138,137,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,6
campaign_b,gen_n1000_rho0.3_exact-ties_seed6.pcf,hpac,11,286404.0,8446.0,15360.0,1000,285,715,138,137,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,6
campaign_b,gen_n1000_rho0.3_exact-ties_seed6.pcf,pac,11,710358.0,5229.5,15360.0,1000,285,715,138,137,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,6
campaign_b,gen_n1000_rho0.3_exact-ties_seed6.pcf,rac,11,950477.0,16456.0,15360.0,1000,285,715,138,137,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,6
campaign_b,gen_n1000_rho0.3_exact-ties_seed7.pcf,dhpac,11,291624.0,6045.0,14560.0,1000,294,706,140,139,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,7
campaign_b,gen_n1000_rho0.3_exact-ties_seed7.pcf,dpac,11,743834.0,11602.5,14560.0,1000,294,706,140,139,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,7
campaign_b,gen_n1000_rho0.3_exact-ties_seed7.pcf,hpac,11,290787.0,6638.0,15360.0,1000,294,706,140,139,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,7
campaign_b,gen_n1000_rho0.3_exact-ties_seed7.pcf,pac,11,756101.0,4829.0,15360.0,1000,294,706,140,139,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,7
campaign_b,gen_n1000_rho0.3_exact-ties_seed7.pcf,rac,11,990486.0,19057.5,15360.0,1000,294,706,140,139,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,7
